lat,lng,is_sensor
-37.794217689271,144.972131492807,False
-37.795308031982,144.970747002894,True
-37.796782937698005,144.969014099784,False
-37.794482732539,144.97153479075502,True
-37.796418035855,144.96719816546602,False
-37.794569426222,144.967862807101,False
-37.831341114252,144.987100568585,False
-37.797144849173,144.968186232311,True
-37.823391221437,144.971342321578,False
-37.79904361427,144.97164856084999,True
-37.816772966363004,144.966062229391,False
-37.79647770670999,144.96724526947702,False
-37.796709053696,144.973471468286,True
-37.800162339136,144.970911931803,True
-37.79680627175,144.97075272070802,True
-37.794456228338,144.97159446023997,True
-37.7958272925,144.970658568738,True
-37.824725345343,144.96690369358998,False
-37.794620704197996,144.967882286511,True
-37.800284555559,144.97104558849898,False
-37.794270698169,144.972012152276,False
-37.797664823473,144.965829152202,True
-37.79386146892,144.972945005963,True
-37.799804375318,144.971542674288,True
-37.797156653883,144.970432049566,True
-37.800519154998,144.968580582564,False
-37.793939990180995,144.972765302822,False
-37.796159458963,144.966994049783,False
-37.795457401843,144.970961146264,False
-37.794323706941,144.971892811579,True
-37.794138330893,144.97231276578398,True
-37.794297202571,144.971952481948,True
-37.798771130987,144.973728574634,True
-37.795032602907,144.967811073346,True
-37.798242868749,144.974225059828,True
-37.796298692293,144.967103957716,True
-37.795982563822,144.970631526727,True
-37.793195325862996,144.973712098601,True
-37.824837357193,144.966869998948,True
-37.800177750962,144.97117606648501,False
-37.799875791679,144.971416522929,False
-37.800429505,144.9686244739,True
-37.795353962735,144.97097977123698,False
-37.794934658533,144.967828584427,False
-37.796332116007,144.971194633254,True
-37.798627857954,144.973545744047,True
-37.796466344039004,144.96864189600902,True
-37.810823662421,144.963558812715,False
-37.824608216784,144.966909373546,True
-37.817876570716,144.962653303793,False
-37.790571519216,144.94396559168,False
-37.810318502595,144.975382920321,False
-37.822649993375,144.938308547846,False
-37.83625890137,144.982144196093,True
-37.810605074228,144.952370366668,False
-37.787081797378995,144.956967628263,False
-37.820078497947996,144.943312616478,False
-37.798592097147,144.971548770128,False
-37.784885765492,144.954237733034,False
-37.80399785475,144.964736142203,False
-37.795775495899,144.970667330541,True
-37.819511677059005,144.950466694189,False
-37.796843331750004,144.969004156312,False
-37.796830421797,144.969243358402,False
-37.827760495259994,144.98210264603702,False
-37.823799160317996,144.941373280934,True
-37.795326886862,144.93755822462902,True
-37.828605514354,144.901547546166,True
-37.826148664944,144.970011931778,False
-37.818477350846,144.959797297025,False
-37.814579688899,144.989785170216,True
-37.826134702271,144.969450621553,False
-37.79475247587,144.97529408981,True
-37.810844722412,144.97001462622802,True
-37.812420199309,144.95123047959498,False
-37.807642784408,144.958305689362,False
-37.831147670384,144.987072056809,False
-37.809697715681,144.976342596474,False
-37.814851396978,144.96352625765,False
-37.809351783657,144.957042283587,False
-37.792774485849,144.94604742163799,False
-37.8250531798,144.945676449207,False
-37.785765907483004,144.959459774251,False
-37.838733476906,144.977799866346,True
-37.797365394754,144.9449666444,True
-37.813247421521,144.96826903257798,False
-37.803599510023,144.95473725581002,False
-37.824760614625,144.97762285803802,False
-37.807466025064,144.969472493442,False
-37.826094139771,144.978976529829,False
-37.810524671462005,144.978098785777,False
-37.797871350209,144.965788306088,True
-37.800954095269,144.950744716909,False
-37.822289617712,144.969407254056,False
-37.803237997867,144.948290778648,False
-37.792712627992,144.92147916686702,False
-37.780184712479,144.959754410306,False
-37.809056150885,144.965860985196,False
-37.8193131464,144.988963770113,False
-37.791156913881004,144.95759608846,False
-37.803598956345,144.955286110668,False
-37.816036152723996,144.976201493225,False
-37.820053433967,144.955000249081,False
-37.807333725429004,144.95441806558398,False
-37.796939506102,144.922658155968,True
-37.804811959342,144.959859973275,False
-37.82158085565,144.96359457906098,False
-37.813654764116,144.95790850677798,False
-37.783679841017,144.954848657767,False
-37.823876933035,144.922843048274,True
-37.784581098225004,144.955011838076,False
-37.830638959965,144.96708759911002,False
-37.80977021845,144.952507900208,False
-37.795658358901,144.933855759902,False
-37.798388398427,144.952237311657,False
-37.798444504871995,144.947131435189,True
-37.804323835104,144.966387664217,False
-37.82765261013,144.956380819912,False
-37.805444576766,144.964502245289,False
-37.796249150544,144.933214822265,False
-37.828364726223,144.971254389949,False
-37.790688638551,144.957486565116,False
-37.827118602220004,144.958577695679,False
-37.814353614194005,144.947113888079,False
-37.815546781463,144.937562768647,False
-37.819791539639,144.944042345604,False
-37.801736500945,144.956521483298,True
-37.807253085039,144.94455578449399,True
-37.803787238822,144.953987862489,False
-37.798948731115,144.965605751288,False
-37.787400200377995,144.956993522089,False
-37.802616514354,144.95553911889098,False
-37.820196318662,144.954535408217,False
-37.802654800109,144.956880746595,False
-37.781467661067,144.950199580738,False
-37.800278472149,144.96191894039302,True
-37.817258796112,144.98196051355498,False
-37.808431343452,144.952665244902,False
-37.842186259561,144.98453269684902,False
-37.828732431469,144.96587440607598,False
-37.824837226689,144.943735331009,True
-37.7958441296,144.945662519791,False
-37.80927828317,144.978546373584,False
-37.783830938817,144.96371688630398,False
-37.783645275344,144.957078911263,False
-37.832519796385,144.986822376922,False
-37.848253944579994,144.980183341165,False
-37.802670553523996,144.95408147172,False
-37.817752961756,144.978654088416,False
-37.799418209985,144.953241635644,False
-37.799892671857,144.941062689483,True
-37.798839492492,144.965623876148,False
-37.795661673038,144.933885221898,False
-37.810564716581,144.952042178406,False
-37.824668478537,144.960454816688,False
-37.794103133092996,144.957063426242,True
-37.790175004097,144.943469514066,False
-37.80491590285,144.959907776337,False
-37.830234084706,144.969390028307,False
-37.810546862863,144.968085028492,False
-37.782453825565,144.95723998518,False
-37.799659041375996,144.972424281766,True
-37.784903950418,144.954598194275,False
-37.833332543858,144.98001290800198,False
-37.833293454571,144.979698697589,True
-37.824227665121,144.960599674606,False
-37.8033230158,144.96043616939,False
-37.807473912747,144.95843634320698,False
-37.823821857637,144.922982064775,False
-37.821983537197,144.92670912408198,True
-37.795291284090005,144.96482683928002,False
-37.800754726959,144.96244979676902,False
-37.845481303448,144.97902749492,False
-37.835470174845,144.978601653318,True
-37.826172978796,144.972386129499,False
-37.829137819305004,144.986422993592,False
-37.803518154078,144.909436320033,False
-37.780585932923,144.95967709349702,True
-37.841288952111,144.97794778918998,True
-37.827377944502004,144.971135760507,False
-37.810756489829004,144.967476114734,False
-37.820183950377995,144.942332430087,False
-37.814442828678004,144.96871531128,False
-37.801024762419,144.95870247669902,False
-37.802159531645,144.965296318589,False
-37.796188182487995,144.924720056312,False
-37.809487504778,144.951515304235,False
-37.796892137405,144.93905339664698,False
-37.830156900804,144.966190796601,False
-37.823390782659004,144.965733302172,True
-37.830279769681,144.986329552466,False
-37.796063116149995,144.968648330982,False
-37.81298529742,144.95236146325,False
-37.794839871943005,144.953863453065,True
-37.808083019466,144.94927893432302,False
-37.804930612029,144.955958139034,True
-37.827197934876,144.980647192309,False
-37.807249622678,144.969187589332,False
-37.809346453691,144.968547907984,False
-37.835986955559996,144.983031523801,False
-37.817542028123995,144.95547519769102,False
-37.813911695237,144.960589997841,False
-37.805690427961004,144.965968858396,False
-37.801414023633,144.962432541164,False
-37.811746912805,144.970445735493,False
-37.793532863559,144.918590064089,True
-37.80917088735,144.947590687416,False
-37.813213924246995,144.970656955089,False
-37.818571201097996,144.956868228215,False
-37.777938941453,144.958648031075,True
-37.780468530496,144.960116768219,False
-37.812648561385004,144.953055085627,False
-37.793642281332005,144.973695645146,True
-37.831653287691005,144.98425161986,False
-37.812011862969,144.987915544009,False
-37.821207275791004,144.947107143009,False
-37.79308152934,144.918178006833,True
-37.79898539357001,144.923211863552,False
-37.827533955732,144.97166969751498,False
-37.801916584572,144.974102160026,False
-37.80247539678,144.964215330222,False
-37.802677276282,144.956891182754,False
-37.824915869356,144.972179854383,False
-37.827851999772,144.98190253531098,False
-37.80017347837,144.953930611774,False
-37.810373591879994,144.96867766018602,False
-37.799278768148,144.95129526346702,False
-37.836970038419,144.98282736126,True
-37.814649613419,144.955044703773,False
-37.783881643468,144.957158748836,False
-37.798139521389,144.970725482421,False
-37.820892836343,144.974212297985,False
-37.809429569784996,144.956075986316,True
-37.812266014954,144.985763343717,False
-37.806669188701,144.951603979103,False
-37.82783088327,144.98238926515498,False
-37.83289942797,144.986533026589,False
-37.811402449259994,144.94925433005199,False
-37.80344619142,144.96041483986602,False
-37.808315742526005,144.95960456573,False
-37.814763851116,144.982705643434,True
-37.807395382904,144.958880210923,False
-37.821555284504,144.966679364861,False
-37.794371714989,144.91662777115,True
-37.79619610206,144.970461110487,False
-37.820352490915,144.95109483059602,False
-37.783254017529,144.954504737505,False
-37.808790341088,144.951951710315,True
-37.839997775797,144.977200251013,False
-37.798808014208,144.951705247155,False
-37.822746167961995,144.96687298114298,False
-37.817892923811,144.964921226621,False
-37.818340778644,144.979481904718,False
-37.819025485119,144.958231478979,False
-37.828935301056,144.965785578131,False
-37.837050424984,144.978300108397,True
-37.796469055014,144.971420228518,False
-37.842725831319,144.984419452847,False
-37.833334861336006,144.984335587007,False
-37.816004690749004,144.935514941348,True
-37.823885864514,144.964488720478,False
-37.811360333567,144.969316313544,False
-37.816182984499,144.961275094534,False
-37.812304638886,144.948834878293,False
-37.79615988363,144.933230317039,True
-37.801008270711,144.968801067603,True
-37.81633911454001,144.977503331928,False
-37.81785968122,144.981129619857,False
-37.809243315884,144.955907373108,True
-37.795192033649,144.972841797311,False
-37.781609132046,144.950716548012,False
-37.812534329742,144.940653423991,False
-37.838018783397004,144.980261396975,False
-37.816328680233,144.977425972372,False
-37.804785691508,144.94198016567302,True
-37.837200366305,144.977384047852,False
-37.810606986801,144.95161375130502,False
-37.814501850483,144.989088191794,True
-37.794493427494004,144.96538944627,True
-37.812322026553,144.94885466405398,False
-37.809719744825,144.97654511308997,False
-37.805540426991,144.95722040799401,False
-37.808649548594,144.958665810086,False
-37.824318923201,144.960596696478,False
-37.79850018049,144.970691700919,False
-37.783850098521,144.944143788069,True
-37.809564000718005,144.983815684266,False
-37.785895172129,144.959443465627,False
-37.827606115033,144.971322368285,False
-37.783918095909996,144.941235174242,False
-37.824948156483,144.94321853782802,False
-37.841653432075,144.984644522465,False
-37.819638397649996,144.942655759101,False
-37.819632434533,144.944220740796,False
-37.802240141029,144.942083563094,False
-37.819718374039,144.95618680800501,False
-37.808329817008,144.951281755891,False
-37.784613977165,144.954969713406,False
-37.809402461921,144.955672856534,False
-37.836406903329,144.978280543324,True
-37.8417777272,144.97767749879802,False
-37.813850070895,144.952913341504,False
-37.809257762133,144.955841052255,False
-37.813994451999996,144.95625484837498,False
-37.777873413628996,144.94100105489701,True
-37.793360106454,144.926932383221,True
-37.812781802676,144.940000943353,False
-37.801515664587996,144.96526007816098,False
-37.827321125506,144.972642528499,False
-37.804216705788996,144.966406031595,False
-37.794496611613,144.927144911417,False
-37.801034874314,144.955263367116,False
-37.824893786716,144.96685302407698,False
-37.805261360583,144.951377269506,False
-37.801042587938,144.955441836325,False
-37.820351207895,144.941757348828,False
-37.808672238298996,144.968972401622,False
-37.829225384840996,144.969132781943,False
-37.841649096287,144.977803872367,False
-37.811598207144,144.962032575926,False
-37.793738826206,144.967332395423,False
-37.805398401141,144.96006488763902,False
-37.777550608012,144.955280788205,False
-37.776526306673006,144.946756342549,False
-37.827280899074005,144.955421377074,False
-37.8319222311,144.98419587743,False
-37.809691325599,144.970803926692,False
-37.836771074389,144.979212250871,True
-37.818469413631,144.979991526955,False
-37.815891644461004,144.96097241258101,False
-37.803005164801,144.943352231526,False
-37.822380869713996,144.964902674951,False
-37.801003332363,144.95563683555702,False
-37.796613787977,144.946967983399,True
-37.829833703997004,144.967468096135,False
-37.832957618453996,144.987013414198,False
-37.814160308454,144.960345863855,False
-37.821279269361,144.987658279414,False
-37.799506040931,144.95327132243798,False
-37.799750137017,144.965622123961,False
-37.794087091544,144.971950541788,False
-37.837581674424,144.976148469348,False
-37.803529437062004,144.961832779664,False
-37.819950274492996,144.943132359188,False
-37.814952060128,144.969194656657,False
-37.824447355563,144.977569175297,False
-37.794524786534,144.97439805302798,True
-37.815874567325004,144.956611241868,True
-37.794848954575,144.945484235695,False
-37.829666998535,144.900768950306,True
-37.833796984804,144.98558717793802,False
-37.781801001888,144.95926346411198,False
-37.829499547986,144.968615838927,False
-37.841829644747,144.97769648872298,False
-37.798440620529,144.964875337461,False
-37.791120436569,144.958825461273,False
-37.806921406335,144.973251289556,False
-37.827578517012,144.922746190714,False
-37.810628663862,144.958820142007,False
-37.821355943619,144.920875914048,True
-37.803443944487,144.95334826148502,True
-37.833439083314,144.982144954083,False
-37.80168350232,144.956530910246,True
-37.799056149782,144.92367956927,True
-37.812323542386,144.959507447742,False
-37.826429491092,144.957982117536,False
-37.833830166743,144.980639385664,False
-37.803828320893004,144.952528694573,False
-37.794214832323,144.971660822552,False
-37.810384559473,144.958628150317,False
-37.815857754479,144.974898975109,False
-37.819903769246004,144.95517414986,False
-37.781919608642,144.95272919086702,False
-37.833610480842,144.978757809006,False
-37.834731327806004,144.986776797899,False
-37.794023727442,144.971206500787,False
-37.800942057729,144.950631587974,False
-37.81033364937,144.96987829488998,False
-37.810740294901,144.969813173069,True
-37.813430037740005,144.958242374094,False
-37.83574100557,144.978496300375,True
-37.818577598431,144.956846150625,False
-37.78702100527,144.95888320221002,False
-37.81125086257,144.970317331585,False
-37.836358566354,144.980177295151,True
-37.797362189298,144.93119985809798,False
-37.834476269779,144.984899140707,False
-37.796859019106,144.939110291191,False
-37.81680994118,144.93318128842301,True
-37.777334583936,144.938494975201,True
-37.822852114245,144.967500557086,False
-37.795410676397,144.946911989938,False
-37.804187084192,144.949530392274,False
-37.792913540766,144.94622165455,False
-37.810976531233,144.956137675539,False
-37.816581307209,144.979396909855,False
-37.799077111209996,144.923819934935,True
-37.817401156062004,144.988531909405,False
-37.829397766572,144.98519534149298,False
-37.798673724102,144.92113288174602,True
-37.837356366754,144.979440947871,False
-37.805448102698,144.950408865768,False
-37.809692956493,144.948599133686,False
-37.810855083815,144.988291627918,False
-37.78189840524,144.950259180656,False
-37.794913347816,144.956906970202,False
-37.809278180095,144.955837264409,True
-37.800564938459,144.94716808544902,False
-37.802581828403,144.964123212364,False
-37.804267631715,144.945185614026,True
-37.803948692439,144.959461512274,False
-37.828625958895,144.967724561879,False
-37.827460598476,144.955190577747,False
-37.811767337161,144.97519791011499,False
-37.820056442778004,144.95727615789,False
-37.807451237255,144.954581606201,False
-37.813456337954,144.95815232872,False
-37.798606765192,144.952286546677,False
-37.833692055018,144.982367733412,False
-37.805582518669,144.944767512583,False
-37.813637545609005,144.960187509816,False
-37.813579156428,144.954549414301,False
-37.807358995916,144.97020026788098,False
-37.802436918759,144.954720800058,False
-37.82495846576,144.943967327465,True
-37.80909319841,144.944851098795,True
-37.796995457445,144.965254111063,False
-37.830114416872,144.96633724005198,False
-37.824728772105,144.96825650185698,False
-37.805816076062,144.959992077839,False
-37.826366269294,144.90354352844298,True
-37.792082456817,144.960698055453,False
-37.826753227504,144.971485291606,False
-37.796136124852,144.973267743345,True
-37.846791181335,144.979505172899,False
-37.832271456304,144.97665607656,False
-37.809367909313,144.957188507355,False
-37.81087602376,144.94615621956498,False
-37.794730094780995,144.955956045182,True
-37.798604292548,144.967586676862,True
-37.805647886157,144.950118898059,False
-37.799726966472,144.965626068074,False
-37.794300576795,144.91610210013002,True
-37.806526559908,144.952152736808,False
-37.783607245588996,144.954935170209,False
-37.810913802853,144.983330559418,True
-37.795064721874,144.971658970429,False
-37.806970574368,144.960302980048,False
-37.804084447098,144.953934881336,False
-37.779424479852,144.95849880524202,False
-37.794848436119,144.92006317191098,True
-37.820146912256,144.942460474157,False
-37.802918779679,144.944114885131,False
-37.828152565986,144.96734236303,False
-37.816192128416,144.97674564104602,False
-37.780411894908,144.941315675732,True
-37.821049312212,144.950877127469,False
-37.8319876865,144.97669689453699,False
-37.806415652190005,144.944625299589,False
-37.801337503582,144.94365222216499,False
-37.781692522392,144.95886056864902,False
-37.794509236688,144.971475120094,False
-37.815408918217,144.95948051625402,False
-37.804256496904,144.964690920766,False
-37.78924585648,144.962062975072,False
-37.824311389114,144.971674971874,False
-37.814344261599004,144.971584882582,False
-37.792982138242,144.958148594197,False
-37.820351035282,144.942370920475,False
-37.798898839752,144.96913266136002,True
-37.800380605475,144.97087468946,False
-37.777851686961,144.942598015268,True
-37.803066284113996,144.94899898098302,True
-37.823622331229004,144.981724772323,True
-37.803651353302,144.964895462693,False
-37.796168615714,144.924701975631,True
-37.796796481480996,144.954740728447,False
-37.80642663789,144.9673588454,True
-37.827045259496,144.968936218586,False
-37.810233276196,144.96915515235202,False
-37.815718536286,144.989293627888,True
-37.827340466113,144.980940883959,False
-37.82574092809,144.972456086681,False
-37.802902475252,144.96752879361298,False
-37.813335882816,144.958336487943,False
-37.827829521276996,144.966148040858,False
-37.816785700503004,144.954715387955,False
-37.833496063792,144.97787637391002,False
-37.830622933331,144.91179756166702,True
-37.833225673414,144.979801357462,False
-37.800556991673005,144.953929918246,False
-37.806705946461,144.95356024199,False
-37.822409109682,144.972177637267,True
-37.824701372463004,144.97202299767,False
-37.817137006435,144.955935868541,False
-37.832597788825005,144.976424525368,False
-37.79645781612,144.967229567762,False
-37.796700646352,144.973404160303,True
-37.797974842465,144.965770308753,True
-37.84306041803,144.985254291546,False
-37.796708084367,144.970770275968,False
-37.798884762545,144.922542572329,False
-37.795204403077,144.970764181942,True
-37.784683429049004,144.963581063996,False
-37.800097592667,144.971383834093,False
-37.795256199695004,144.97075542029302,True
-37.795931079519,144.970643088532,True
-37.796426677635004,144.96829474952298,True
-37.842688719628,144.984536540718,False
-37.801583188796,144.951419744801,False
-37.795302130408004,144.970988187346,False
-37.828409954524005,144.967263783633,False
-37.797136199095,144.968124669859,True
-37.799892861774,144.97138617828998,True
-37.793791676009995,144.973102286676,True
-37.799084187599,144.972019789792,True
-37.798899717298,144.96957426722,True
-37.802651420203,144.964762703309,False
-37.794983630721,144.967819828893,False
-37.788238296144,144.96273743613997,False
-37.794429724126,144.971654130818,True
-37.796517296149,144.97252656733,True
-37.794129049785,144.971188172536,True
-37.797009372888,144.970458382092,True
-37.816042925984,144.981243293261,False
-37.784727854383,144.954823812076,False
-37.798940274615,144.969911045027,True
-37.794360653741,144.970910095173,True
-37.800026235855,144.971451915476,True
-37.810823706163,144.958659193877,False
-37.796358601374,144.96908861882602,True
-37.811883781093,144.97099977713498,False
-37.799072937232,144.923791887404,False
-37.795265758363,144.974002880745,True
-37.819324648515,144.95361797714702,False
-37.793887642699,144.97288510457898,True
-37.800717254145,144.972243487912,True
-37.792902926856,144.971399822009,True
-37.800082677999,144.971411760933,False
-37.798908501871,144.96922038381,False
-37.796318582898,144.967119659365,False
-37.796358364083,144.967151061554,False
-37.809280658616,144.96356503797801,False
-37.795187166371996,144.96778268917,False
-37.796433712423,144.968358019428,True
-37.796577159590996,144.967323775909,False
-37.79659705015,144.967339476539,True
-37.799770240477,144.971609591587,True
-37.836719744828,144.979222830684,True
-37.806000444862,144.958747007755,False
-37.795671875141004,144.970684824195,True
-37.796439335595004,144.971806606777,True
-37.796179349580996,144.967009751374,False
-37.812871914071,144.967634943056,False
-37.828428113309,144.966639949627,False
-37.796497597279,144.967260970066,False
-37.80013304168,144.97132143812598,True
-37.795879124791,144.970650152323,True
-37.80026656169,144.970725711893,False
-37.7941118263,144.972372435861,True
-37.800249284257,144.970756670131,False
-37.836963002062,144.982773349189,False
-37.807224403249,144.94394594298402,False
-37.796597866392005,144.96928507166902,False
-37.803215454246,144.948295030212,False
-37.796426515534,144.97154101972902,True
-37.796399123006,144.971829830713,True
-37.812677632514,144.936492412078,False
-37.799039446427,144.969816675315,True
-37.796388348347996,144.971557213675,False
-37.797060409677,144.970471577642,True
-37.795607360375,144.96768286155398,False
-37.800347641011,144.970934037688,True
-37.798919837092,144.969742686547,True
-37.796460010286005,144.96857850803698,True
-37.799063898994,144.971834158853,True
-37.796416476382,144.96907918284901,True
-37.794403219882,144.971713801355,True
-37.795726787694,144.970702506272,True
-37.820325566697,144.94444010238502,False
-37.820537432175,144.945559379301,False
-37.79708678271,144.970703351042,True
-37.800231887251,144.970787645256,False
-37.795405917494996,144.970972707742,True
-37.814369431992,144.95750448794502,False
-37.80416674559,144.96325656281098,False
-37.783008877972,144.941756882622,True
-37.802663280374,144.947050347481,True
-37.798372547861,144.945784572679,False
-37.807442638283,144.954300124186,False
-37.80568929026,144.966210197219,False
-37.809705905172,144.948572528638,False
-37.796391736767,144.969319603543,False
-37.796946525445,144.969222782395,False
-37.800522258187,144.968608975026,True
-37.798755248498004,144.96780900205098,False
-37.833417537657,144.982082893158,False
-37.834648685482996,144.980603968801,False
-37.824558287955,144.971813764015,False
-37.826533098274005,144.97925851791598,False
-37.794734665823,144.933088743246,False
-37.802870809674,144.96724028256202,False
-37.813706947248996,144.954354922436,False
-37.803044329607,144.948795695565,True
-37.829561645131996,144.96797685971902,False
-37.804065642319,144.942106334317,True
-37.831259845756996,144.96649133751302,False
-37.830071971399995,144.96648409471902,False
-37.798648686463,144.95791218770202,False
-37.793848988936,144.97249287108,True
-37.811183040707995,144.986206085105,False
-37.837113868524,144.982798264839,True
-37.784665521848,144.954598860154,False
-37.805871122447,144.95663481758,True
-37.823704668642,144.941983898208,False
-37.810513249513996,144.978337049819,False
-37.804575847432,144.95088859888,False
-37.827077088655,144.968777609116,False
-37.846988171109,144.984718199877,False
-37.809289378257,144.956304635228,True
-37.82445472098,144.965786371779,False
-37.810382276085,144.968647806147,False
-37.807262370212996,144.954385686979,False
-37.796527833552,144.939679230492,False
-37.818929606707,144.950007602793,False
-37.804482553263,144.951008027134,False
-37.814355755894,144.939825416881,False
-37.802591587556,144.946409938116,False
-37.809785821140004,144.977152661731,False
-37.812788117747004,144.953059207487,False
-37.813550146915,144.990006718125,False
-37.784355452686,144.955123568766,False
-37.779474533414,144.959840740127,False
-37.816732169015005,144.966202609729,False
-37.820629112667,144.974089279218,False
-37.809755114968,144.959368758946,False
-37.801701714129,144.963850508873,False
-37.779250992292,144.95865923295798,False
-37.782599693778,144.941910650497,False
-37.811708239396,144.983653371559,False
-37.80770097455,144.952566106835,False
-37.820012045675,144.945328417024,False
-37.850465088011,144.98302696486098,False
